DIRECTORIO,SECUENCIA_P,ORDEN,P1165,P1164,P1178,P1178S1,P1163_1,P1163S1,P1163_2,P1163S2,P1163_3,P1163S3,P1163_4,P1163S4,P1162S1,P1162S1A1,P1162S1A2,P1162S2,P1162S2A1,P1162S2A2,P1162S3,P1162S3A1,P1162S3A2,P1162S4,P1162S4A1,P1162S4A2,P1162S5,P1162S5A1,P1162S5A2,P1162S6,P1162S6A1,P1162S6A2,F_EXP
64668,1,4,2,,,,1,24,,,,,,,1,2,0,1,6,0,1,15,0,1,1,0,,,,,,,87.154379085
64677,1,3,2,,,,1,24,,,,,,,,,,1,2,0,1,6,0,,,,,,,,,,193.48284885
64679,1,4,2,,,,1,24,,,,,,,1,3,0,1,5,0,1,12,0,1,3,0,,,,,,,174.94063161
64719,1,3,2,,,,1,24,,,,,,,,,,1,2,0,1,14,0,,,,,,,,,,115.20641762
64726,1,3,1,1,2,,1,24,,,,,,,1,2,0,1,5,0,1,9,0,1,0,20,,,,,,,998.50964252
64726,1,4,1,1,2,,1,24,,,,,,,1,1,0,1,4,0,1,12,0,1,0,20,,,,,,,998.50964252
64729,1,2,2,,,,1,24,,,,,,,1,1,0,1,2,0,1,10,0,1,1,0,,,,,,,142.16172542
64730,1,5,1,5,1,5,1,19,,,,,,,1,4,0,1,4,0,1,8,0,,,,1,1,0,,,,594.75092155
64732,1,4,2,,,,1,24,,,,,,,,,,1,12,0,1,12,0,,,,,,,,,,715.11177032
64739,1,7,2,,,,1,24,,,,,,,,,,1,6,0,1,12,0,1,2,0,1,2,0,,,,197.98366892
64749,1,7,1,1,2,,1,24,,,,,,,1,5,0,1,6,0,1,1,0,1,3,0,,,,,,,966.24932285
64754,1,3,2,,,,1,24,,,,,,,1,0,30,1,3,0,1,9,0,,,,,,,,,,224.50752761
64764,1,4,2,,,,1,24,,,,,,,,,,1,10,0,1,14,0,,,,,,,,,,867.5042169
64767,1,4,2,,,,1,24,,,,,,,1,5,0,1,2,0,1,12,0,,,,,,,,,,479.91802487
64783,1,3,2,,,,1,24,,,,,,,,,,1,2,0,1,12,0,,,,,,,,,,89.7740925
64789,1,5,2,,,,1,24,,,,,,,,,,1,3,0,1,12,0,,,,,,,,,,525.80764677
64794,1,3,1,5,2,,1,24,,,,,,,1,3,0,1,3,0,1,9,0,,,,,,,,,,96.045974228
64801,1,3,2,,,,1,24,,,,,,,1,3,0,1,2,0,1,12,0,,,,,,,,,,266.92822311
64803,1,5,1,1,2,,1,24,,,,,,,1,2,0,1,4,0,1,14,0,1,1,0,1,3,0,,,,639.40848374
64808,1,4,2,,,,1,24,,,,,,,1,5,56,1,5,0,1,10,0,1,2,58,,,,,,,93.851028063
64809,1,3,2,,,,1,24,,,,,,,,,,1,6,0,1,12,0,,,,1,3,0,,,,170.77289986
64809,1,4,2,,,,1,24,,,,,,,,,,1,6,0,1,10,0,,,,1,3,0,,,,170.77289986
64810,1,3,1,5,2,,1,20,,,,,1,4,1,2,0,1,5,0,1,10,0,,,,,,,,,,408.25644721
64817,1,3,2,,,,1,16,1,8,,,,,1,2,0,1,5,0,1,13,0,,,,,,,,,,160.06900725
64826,1,4,1,1,2,,1,24,,,,,,,1,7,0,1,7,0,1,10,0,,,,,,,,,,268.39216836
64829,1,3,2,,,,1,23,1,1,,,,,1,1,0,1,5,0,1,10,0,,,,,,,,,,1040.264471
64848,1,3,2,,,,1,24,,,,,,,1,1,0,1,4,0,1,14,0,1,1,0,,,,,,,264.92313772
64851,1,3,2,,,,1,24,,,,,,,,,,1,3,0,1,12,0,1,0,25,1,0,45,,,,915.16613719
64856,1,3,1,5,2,,1,24,,,,,,,1,1,0,1,6,0,1,10,0,1,2,0,1,2,0,,,,191.94555113
64857,1,4,2,,,,1,24,,,,,,,1,1,0,1,3,0,1,10,0,,,,,,,,,,469.54110073
64872,1,4,2,,,,1,24,,,,,,,1,1,0,1,2,0,1,10,0,1,0,20,,,,,,,483.65200238
64873,1,3,1,4,2,,1,24,,,,,,,1,4,0,1,10,0,1,10,0,,,,,,,,,,80.920289987
64877,1,5,2,,,,1,24,,,,,,,1,6,0,1,8,0,1,10,0,,,,,,,,,,84.313655672
64879,1,6,2,,,,1,24,,,,,,,1,2,0,1,4,0,1,10,0,,,,,,,,,,78.239879951
64881,1,4,2,,,,1,24,,,,,,,1,2,0,1,4,0,1,11,0,,,,,,,,,,1039.88645
64889,1,5,1,1,2,,1,24,,,,,,,1,3,0,1,5,0,1,10,0,,,,,,,,,,458.82522319
64898,1,3,1,5,2,,1,24,,,,,,,1,3,8,1,2,0,1,8,0,,,,,,,,,,405.46167914
64907,1,3,1,1,2,,1,24,,,,,,,,,,1,7,0,1,14,0,1,3,0,,,,,,,890.51477215
64914,1,5,2,,,,1,24,,,,,,,,,,1,8,0,1,10,0,,,,,,,,,,345.11258672
64916,1,7,1,1,2,,1,24,,,,,,,,,,1,8,0,1,14,0,1,2,0,,,,,,,1017.9337587
64916,1,8,2,,,,1,24,,,,,,,,,,1,16,0,1,8,0,,,,,,,,,,1017.9337587
64918,1,3,2,,,,1,24,,,,,,,,,,1,0,30,1,15,0,,,,,,,,,,390.86822481
64921,1,5,2,,,,1,24,,,,,,,1,2,0,1,3,0,1,12,0,,,,1,1,0,,,,886.98097067
64951,1,3,2,,,,1,24,,,,,,,,,,,,,1,14,0,,,,,,,,,,667.37328092
64958,1,4,1,1,2,,1,24,,,,,,,1,4,0,,,,1,8,0,1,2,0,,,,,,,275.5275375
64961,1,8,1,5,2,,1,24,,,,,,,1,3,0,1,2,0,1,8,30,1,1,30,,,,,,,393.46006589
64962,1,4,2,,,,1,24,,,,,,,,,,1,8,0,1,10,0,,,,,,,,,,358.24984707
64963,1,3,1,5,2,,1,18,1,6,,,,,1,5,0,1,7,0,1,9,0,,,,1,3,0,,,,122.07708213
64964,1,4,2,,,,1,24,,,,,,,1,4,0,1,4,0,1,10,0,1,2,0,1,2,0,1,2,0,160.43737937
64983,1,3,2,,,,1,24,,,,,,,1,4,0,1,2,0,1,12,0,1,1,0,,,,,,,1034.8853819
64985,1,3,1,1,2,,1,24,,,,,,,1,5,0,1,4,0,1,12,0,,,,1,3,0,,,,831.59058485
64985,1,4,1,1,2,,1,24,,,,,,,1,5,0,1,5,0,1,14,0,,,,,,,,,,831.59058485
64993,1,3,1,4,2,,1,24,,,,,,,,,,1,0,20,1,10,0,,,,,,,,,,326.10628996
65029,1,3,2,,,,1,24,,,,,,,1,1,0,1,3,0,1,11,0,1,0,30,,,,,,,429.15387155
65032,1,3,1,5,1,7,1,17,,,,,,,1,3,0,1,2,0,1,10,0,1,2,0,,,,,,,1006.8295617
65039,1,5,2,,,,1,20,1,4,,,,,1,4,0,1,5,0,1,10,0,1,4,30,,,,,,,346.94919368
65041,1,3,2,,,,1,5,,,,,,,1,2,0,,,,,,,,,,1,2,0,,,,255.18098514
65071,1,3,2,,,,1,24,,,,,,,1,0,15,1,4,0,1,13,0,1,2,0,,,,,,,464.27241609
65077,1,5,2,,,,1,24,,,,,,,1,5,0,1,5,0,1,10,0,1,4,0,,,,,,,1407.6477057
65077,1,6,1,1,2,,1,24,,,,,,,1,5,0,1,5,0,1,1,0,1,4,0,,,,,,,1407.6477057
65090,1,5,2,,,,1,24,,,,,,,,,,1,3,0,1,9,0,,,,,,,,,,78.93003333
65099,1,8,2,,,,1,24,,,,,,,1,3,0,1,5,0,1,12,0,1,1,0,,,,,,,460.33289312
65099,1,9,2,,,,1,24,,,,,,,,,,1,1,0,1,11,0,,,,,,,,,,460.33289312
65108,1,3,2,,,,1,24,,,,,,,1,8,0,,,,1,16,0,,,,,,,,,,341.88675322
65124,1,4,2,,,,1,24,,,,,,,,,,,,,1,14,0,,,,,,,,,,542.44685223
65132,1,3,1,5,2,,,,,,,,1,24,,,,,,,1,8,0,,,,,,,,,,370.46449646
65143,1,3,2,,,,1,24,,,,,,,,,,1,5,0,1,12,0,,,,,,,,,,163.20529702
65148,1,5,2,,,,1,24,,,,,,,1,4,0,1,8,0,1,12,0,,,,,,,,,,621.81425955
65151,1,4,2,,,,1,24,,,,,,,1,3,0,1,5,0,1,10,0,,,,,,,,,,451.82382632
65160,1,4,2,,,,1,24,,,,,,,,,,,,,1,14,0,,,,,,,,,,455.43019908
65168,1,3,2,,,,1,24,,,,,,,1,3,0,1,4,0,1,10,0,1,2,0,,,,,,,194.92049074
65168,1,4,2,,,,1,24,,,,,,,,,,1,3,0,1,12,0,,,,,,,,,,194.92049074
65177,1,3,1,3,2,,1,24,,,,,,,,,,1,6,0,1,10,0,1,4,0,,,,,,,309.10833621
65177,1,4,2,,,,1,24,,,,,,,,,,,,,1,12,0,,,,,,,,,,309.10833621
65178,1,4,1,1,1,3,1,21,,,,,,,1,4,0,1,4,0,1,10,0,1,3,0,,,,,,,746.12444232
65191,1,5,1,1,2,,1,24,,,,,,,1,5,0,1,5,0,1,11,0,1,1,0,,,,,,,335.24491969
65191,1,6,1,1,2,,1,24,,,,,,,1,4,0,1,5,0,1,12,0,1,1,0,,,,,,,335.24491969
65199,1,3,2,,,,1,24,,,,,,,,,,1,8,0,1,16,0,,,,,,,,,,1094.0018681
65199,1,4,2,,,,1,24,,,,,,,,,,1,8,0,1,16,0,,,,,,,,,,1094.0018681
65219,1,4,1,5,1,7,1,17,,,,,,,,,,1,4,0,1,8,0,1,1,30,,,,,,,277.2870208
65222,1,6,2,,,,1,24,,,,,,,,,,1,5,0,1,10,0,,,,,,,,,,151.63657102
65236,1,2,2,,,,1,24,,,,,,,1,6,0,1,6,0,1,11,0,1,1,0,,,,,,,65.463122707
65236,1,3,2,,,,1,24,,,,,,,1,6,0,,,,1,18,0,,,,,,,,,,65.463122707
65239,1,5,2,,,,1,24,,,,,,,,,,,,,1,10,0,,,,,,,,,,447.80863929
65242,1,6,2,,,,1,24,,,,,,,1,3,0,1,6,0,1,12,0,1,0,20,,,,,,,156.15039943
65244,1,5,2,,,,1,24,,,,,,,,,,1,2,0,1,12,0,,,,,,,,,,149.78113967
65249,1,4,2,,,,1,24,,,,,,,,,,,,,1,8,0,,,,,,,,,,269.07607825
65263,1,3,1,2,2,,1,2,1,9,,,,,1,1,0,1,2,0,1,10,0,,,,,,,,,,18.318616683
65270,1,3,2,,,,1,24,,,,,,,,,,1,4,0,1,10,0,1,1,0,,,,,,,443.76126789
65272,1,4,2,,,,1,24,,,,,,,1,1,0,1,2,0,1,1,30,,,,,,,,,,308.17475753
65282,1,5,2,,,,1,24,,,,,,,1,3,0,1,6,0,1,10,0,1,1,0,,,,,,,450.42474433
65282,1,8,2,,,,1,24,,,,,,,1,4,0,1,5,0,1,12,0,1,1,0,,,,,,,450.42474433
65283,1,5,2,,,,1,24,,,,,,,1,5,0,1,6,0,1,13,0,,,,,,,,,,67.49357932
65287,1,3,2,,,,1,24,,,,,,,1,6,0,1,5,0,1,13,0,,,,,,,,,,310.95469568
65293,1,4,2,,,,1,24,,,,,,,,,,1,3,0,1,13,0,,,,,,,,,,855.63373453
65294,1,6,1,1,2,,1,24,,,,,,,,,,1,8,0,1,12,0,1,4,0,,,,,,,384.26338676
65301,1,3,1,3,2,,1,24,,,,,,,,,,1,4,0,1,11,0,1,3,0,,,,,,,501.23188706
65301,1,4,2,,,,1,24,,,,,,,,,,,,,1,12,0,,,,,,,,,,501.23188706
65314,1,3,2,,,,1,24,,,,,,,,,,1,6,0,1,11,0,,,,,,,,,,320.9880207
65319,1,4,2,,,,1,24,,,,,,,1,5,0,1,7,0,1,12,0,,,,,,,,,,77.308061968
65321,1,5,1,5,2,,1,24,,,,,,,,,,1,3,0,1,10,0,1,1,0,,,,,,,250.55426951
65329,1,4,2,,,,1,24,,,,,,,,,,1,0,30,1,14,0,,,,,,,,,,910.78270894
65331,1,3,2,,,,1,24,,,,,,,1,1,0,1,3,0,1,10,0,1,0,30,,,,,,,373.22960407
65340,1,4,1,2,2,,1,24,,,,,,,1,2,0,1,6,0,1,12,0,,,,,,,,,,910.29328279
65340,1,5,1,2,2,,1,24,,,,,,,1,2,0,1,6,0,1,12,0,,,,,,,,,,910.29328279
65348,1,4,1,2,1,8,1,16,,,,,,,1,2,0,,,,1,10,0,,,,1,2,0,,,,424.61187048
65352,1,4,2,,,,1,14,1,10,,,,,1,2,0,1,5,0,1,10,0,,,,,,,,,,300.02677685
65354,1,5,2,,,,1,24,,,,,,,1,1,0,1,2,30,1,10,0,1,0,20,,,,,,,450.94669754
65357,1,3,2,,,,1,24,,,,,,,1,3,0,1,4,0,1,11,0,,,,,,,,,,476.30761931
65359,1,5,1,3,2,,1,24,,,,,,,,,,1,6,0,1,11,0,,,,,,,,,,411.06690058
65360,1,5,1,2,2,,,,1,24,,,,,,,,1,3,0,1,9,0,,,,,,,,,,296.21591239
65372,1,3,2,,,,1,24,,,,,,,1,2,0,1,7,0,1,13,0,,,,1,1,0,1,1,0,358.25334246
65377,1,4,2,,,,1,24,,,,,,,,,,1,2,0,1,20,0,,,,,,,,,,116.74849221
65378,1,2,1,1,1,8,1,18,1,4,,,,,1,3,0,1,2,0,1,8,0,,,,,,,,,,255.42006078
65380,1,3,2,,,,1,24,,,,,,,1,4,0,1,5,0,1,10,0,1,5,0,,,,,,,849.32257701
65408,1,3,2,,,,1,24,,,,,,,1,2,0,1,3,0,1,10,0,,,,,,,,,,340.07768431
65409,1,4,1,3,2,,1,24,,,,,,,,,,1,5,0,1,11,0,,,,,,,,,,251.1725765
65409,1,5,2,,,,1,24,,,,,,,,,,1,2,0,1,12,0,,,,,,,,,,251.1725765
65425,1,9,2,,,,1,24,,,,,,,,,,1,2,0,1,13,0,,,,,,,,,,325.35543286
65430,1,3,2,,,,1,14,,,1,10,,,1,4,0,1,8,0,1,12,0,,,,,,,,,,1074.0827849
65436,1,2,2,,,,1,24,,,,,,,,,,1,10,0,1,12,0,1,0,30,,,,,,,275.74685618
65440,1,3,2,,,,1,24,,,,,,,,,,1,4,0,1,13,0,,,,,,,,,,265.21548306
65457,1,7,2,,,,1,24,,,,,,,1,1,0,1,3,0,1,10,0,,,,,,,,,,680.03033779
65457,1,9,2,,,,1,24,,,,,,,1,0,30,1,3,0,1,11,0,,,,,,,,,,680.03033779
65460,1,4,1,5,2,,1,24,,,,,,,1,3,0,1,8,0,1,9,0,,,,,,,,,,472.27461573
65467,1,2,2,,,,1,24,,,,,,,1,5,0,1,6,0,1,10,0,1,1,0,1,2,0,,,,148.76180796
65469,1,4,2,,,,1,24,,,,,,,,,,1,14,0,1,10,0,,,,,,,,,,232.88067158
65471,1,3,2,,,,1,24,,,,,,,,,,1,12,0,1,12,0,,,,,,,,,,293.79420673
65473,1,6,2,,,,1,24,,,,,,,,,,1,12,0,1,10,0,1,2,0,,,,,,,434.35491361
65479,1,3,2,,,,1,23,,,,,1,1,,,,1,3,0,1,12,0,1,2,0,,,,,,,421.35628414
65479,1,6,2,,,,1,23,,,,,1,1,1,2,0,1,3,0,1,10,0,,,,1,1,0,,,,421.35628414
65480,1,4,1,4,2,,1,24,,,,,,,1,6,0,1,3,0,1,10,0,1,3,0,1,2,0,,,,126.21755434
65487,1,3,2,,,,1,24,,,,,,,1,1,30,1,2,0,1,10,0,1,0,30,,,,,,,654.98997942
65489,1,3,2,,,,1,24,,,,,,,1,4,0,1,5,0,1,10,0,1,5,0,,,,,,,693.83629695
65501,1,3,2,,,,1,24,,,,,,,,,,1,6,0,1,10,0,,,,,,,1,1,0,224.31040738
65507,1,6,2,,,,1,24,,,,,,,1,2,30,1,6,0,1,11,0,1,1,0,,,,,,,622.70865655
65507,1,7,2,,,,1,24,,,,,,,,,,1,0,30,1,12,0,,,,,,,,,,622.70865655
65511,1,3,2,,,,1,24,,,,,,,1,2,0,1,8,0,1,14,0,,,,,,,,,,847.17202768
65516,1,3,2,,,,1,24,,,,,,,1,3,0,1,7,0,1,11,0,,,,,,,,,,949.50286079
65522,1,3,2,,,,1,24,,,,,,,,,,,,,1,12,0,,,,,,,,,,484.0775104
65523,1,4,2,,,,1,24,,,,,,,1,2,0,1,4,0,1,12,0,1,2,0,1,2,0,,,,528.0664373
65525,1,6,1,1,1,8,1,12,1,8,,,,,1,1,0,1,2,0,1,12,0,1,1,0,,,,,,,166.08736605
65533,1,3,2,,,,1,24,,,,,,,,,,1,1,0,1,14,30,,,,,,,,,,265.98340077
65535,1,4,1,3,2,,1,24,,,,,,,,,,1,6,0,1,11,0,,,,,,,,,,356.21652796
65535,1,5,2,,,,1,24,,,,,,,,,,1,3,0,1,12,0,,,,,,,,,,356.21652796
65537,1,3,2,,,,1,24,,,,,,,1,5,0,1,4,0,1,12,0,1,1,0,1,1,0,,,,48.717307304
65545,1,6,2,,,,1,24,,,,,,,1,1,0,1,10,0,1,7,0,,,,,,,,,,2318.9332512
65545,1,7,2,,,,1,24,,,,,,,1,1,0,1,7,0,1,10,0,,,,,,,,,,2318.9332512
65549,1,3,2,,,,1,12,1,12,,,,,1,6,0,1,4,0,1,10,0,,,,1,4,0,,,,75.277568113
65550,1,5,2,,,,1,24,,,,,,,,,,1,8,0,1,12,0,,,,,,,,,,1239.3571169
65550,1,8,2,,,,1,24,,,,,,,,,,1,11,0,1,11,0,,,,,,,,,,1239.3571169
65553,1,3,1,3,2,,1,24,,,,,,,,,,1,3,0,1,11,0,,,,,,,,,,325.97647626
65553,1,4,2,,,,1,24,,,,,,,,,,,,,1,12,0,,,,,,,,,,325.97647626
65591,1,4,2,,,,1,24,,,,,,,1,2,0,1,3,0,1,9,0,,,,,,,,,,319.94534992
65596,1,6,2,,,,1,24,,,,,,,,,,1,1,0,1,1,0,1,4,0,,,,,,,481.57188464
65598,1,4,2,,,,1,24,,,,,,,,,,1,14,0,1,14,0,,,,,,,,,,188.70659441
65606,1,4,2,,,,1,24,,,,,,,,,,1,10,0,1,12,0,1,2,0,,,,,,,520.17583013
65623,1,5,2,,,,1,8,,,,,,,1,2,0,,,,,,,,,,1,2,0,,,,300.78825793
65625,1,2,2,,,,1,24,,,,,,,1,2,0,,,,1,10,0,,,,,,,,,,823.97254032
65625,1,3,2,,,,1,24,,,,,,,,,,,,,1,12,0,,,,,,,,,,823.97254032
65626,1,4,2,,,,1,24,,,,,,,1,7,0,1,10,0,1,7,0,,,,,,,,,,805.05938038
65626,1,5,2,,,,1,24,,,,,,,1,6,0,1,9,0,1,9,0,,,,,,,,,,805.05938038
65637,1,4,1,1,1,2,1,24,,,,,,,1,3,0,1,3,0,1,10,0,,,,,,,,,,114.9147488
65638,1,3,1,1,2,,1,24,,,,,,,1,4,0,1,8,0,1,12,0,,,,,,,,,,102.91054104
65658,1,4,2,,,,1,24,,,,,,,1,1,0,1,6,0,1,12,0,,,,,,,,,,356.1774747
65663,1,4,2,,,,1,24,,,,,,,1,3,0,1,2,0,1,10,0,,,,,,,,,,132.89533623
65669,1,3,2,,,,1,24,,,,,,,,,,1,8,0,1,12,0,1,4,0,,,,,,,280.3528564
65690,1,3,2,,,,1,24,,,,,,,1,4,0,1,6,0,1,10,0,1,2,0,1,2,0,,,,70.526711431
65695,1,5,1,5,1,5,1,19,,,,,,,1,4,0,1,5,0,1,9,0,1,2,0,1,4,0,,,,134.72166362
65711,1,2,1,1,2,,1,24,,,,,,,1,3,0,1,1,0,1,10,0,,,,,,,,,,369.211339
65727,1,2,1,4,1,6,1,18,,,,,,,,,,1,3,0,1,8,0,1,1,0,1,1,0,,,,421.93984691
65742,1,3,2,,,,1,24,,,,,,,1,3,0,1,3,0,1,10,0,1,2,0,1,3,0,,,,128.58507878
65745,1,4,2,,,,1,24,,,,,,,,,,1,5,0,1,12,0,,,,,,,,,,580.07750834
65747,1,3,1,1,1,4,1,20,,,,,,,1,4,0,1,4,0,1,12,0,,,,,,,,,,83.366987705
65763,1,3,2,,,,1,24,,,,,,,,,,,,,1,24,0,,,,,,,,,,638.70146476
65767,1,5,2,,,,1,7,1,6,,,,,,,,1,3,0,1,8,0,,,,,,,,,,17.132615221
65770,1,6,1,3,2,,1,24,,,,,,,1,4,0,1,8,0,1,12,0,,,,,,,,,,74.107243218
65791,1,4,1,1,2,,1,24,,,,,,,1,1,0,1,8,0,1,12,0,,,,,,,,,,739.28078672
65801,1,3,2,,,,1,24,,,,,,,1,3,0,1,4,0,1,10,0,,,,,,,,,,321.20679325
65803,1,7,2,,,,1,24,,,,,,,,,,1,3,0,1,12,0,,,,,,,,,,306.34653158
65805,1,5,2,,,,1,24,,,,,,,1,2,0,1,7,0,1,9,0,,,,,,,,,,446.4449507
65805,1,6,2,,,,1,24,,,,,,,,,,1,0,30,1,14,0,,,,,,,,,,446.4449507
65805,1,7,2,,,,1,24,,,,,,,,,,1,0,40,1,14,0,,,,,,,,,,446.4449507
65806,1,3,1,3,2,,1,24,,,,,,,,,,1,4,0,1,10,0,,,,,,,,,,260.40788961
65806,1,4,1,3,2,,1,24,,,,,,,,,,1,4,0,1,11,0,,,,,,,,,,260.40788961
65808,1,4,1,1,2,,1,2,,,,,,,1,5,0,1,6,0,1,8,0,1,3,0,1,2,0,,,,177.52006044
65813,1,4,2,,,,1,24,,,,,,,1,4,0,1,6,0,1,8,0,,,,,,,,,,247.154487
65821,1,5,2,,,,1,24,,,,,,,1,1,0,1,2,0,1,12,0,1,0,30,,,,,,,262.44451092
65825,1,4,1,3,2,,1,24,,,,,,,1,5,0,1,4,0,1,9,0,1,2,0,1,2,0,,,,618.91757661
65831,1,3,1,3,2,,1,24,,,,,,,1,3,0,1,3,0,1,10,0,1,2,0,,,,,,,214.79136473
65834,1,4,1,1,2,,1,22,1,2,,,,,1,1,0,1,6,0,1,12,0,,,,,,,,,,778.66482417
65842,1,3,2,,,,1,24,,,,,,,1,2,0,1,13,0,1,9,0,,,,,,,,,,1279.3190847
65842,1,4,2,,,,1,24,,,,,,,,,,1,12,0,1,12,0,,,,,,,,,,1279.3190847
65844,1,3,2,,,,1,24,,,,,,,1,3,0,1,2,0,1,11,0,,,,1,1,0,,,,205.48466887
65871,1,3,2,,,,1,24,,,,,,,1,3,0,1,5,0,1,12,0,1,3,0,,,,,,,318.64625796
65877,1,4,2,,,,1,12,,,1,12,,,,,,1,6,0,1,8,0,,,,,,,,,,280.59569482
65913,1,5,1,3,2,,1,24,,,,,,,,,,1,4,0,1,11,0,,,,,,,,,,296.43569668
65917,1,4,2,,,,1,22,,,,,1,2,1,3,0,1,2,0,1,13,0,1,2,0,1,2,0,,,,211.05251856
65919,1,3,2,,,,1,24,,,,,,,,,,1,3,0,1,8,0,1,1,0,,,,,,,152.33940074
65919,1,4,2,,,,1,24,,,,,,,,,,,,,1,10,0,,,,,,,,,,152.33940074
65925,1,3,1,2,2,,1,24,,,,,,,,,,1,7,0,1,11,0,1,5,0,1,2,0,,,,741.83362896
65932,1,4,2,,,,1,24,,,,,,,1,1,0,1,2,0,1,10,0,,,,,,,,,,346.482643
65934,1,3,2,,,,1,24,,,,,,,,,,1,2,0,1,9,0,,,,,,,,,,111.53813752
65941,1,5,2,,,,1,24,,,,,,,,,,1,6,0,1,12,0,,,,,,,,,,930.08279505
65942,1,5,2,,,,1,24,,,,,,,,,,1,3,0,1,10,0,,,,,,,,,,208.53931523
65943,1,3,1,3,2,,1,24,,,,,,,,,,1,7,0,1,11,0,,,,,,,,,,444.52865901
65943,1,4,2,,,,1,24,,,,,,,,,,1,5,0,1,13,0,,,,,,,,,,444.52865901
65952,1,3,1,5,2,,1,23,,,,,1,1,1,5,0,1,5,0,1,10,0,1,1,0,1,2,0,,,,198.09246047
65966,1,4,2,,,,1,24,,,,,,,1,3,0,1,2,0,1,12,0,,,,,,,,,,168.51210916
65970,1,3,2,,,,1,24,,,,,,,1,5,0,1,4,0,1,10,0,,,,,,,,,,355.68100295
65973,1,4,2,,,,1,24,,,,,,,1,4,0,1,2,0,1,13,0,,,,,,,,,,378.87235209
65978,1,4,2,,,,1,24,,,,,,,,,,,,,1,18,0,,,,,,,,,,439.65567384
65981,1,4,1,2,1,6,1,18,,,,,,,,,,1,5,0,1,9,0,,,,,,,,,,257.93746841
65981,1,5,1,2,1,6,1,15,,,,,,,,,,1,5,0,1,9,0,,,,,,,,,,257.93746841
66015,1,3,1,1,2,,1,18,1,6,,,,,1,1,0,1,1,0,1,10,0,,,,,,,,,,508.34169239
66025,1,4,2,,,,1,24,,,,,,,,,,1,10,0,1,14,0,,,,,,,,,,250.81055341
66028,1,4,2,,,,1,24,,,,,,,,,,1,2,30,1,3,0,,,,,,,,,,216.30128147
66039,1,4,2,,,,1,24,,,,,,,1,2,0,1,1,0,1,11,0,,,,1,1,0,,,,388.34306358
66046,1,6,2,,,,1,24,,,,,,,,,,1,10,0,1,12,0,1,2,0,,,,,,,299.87744296
66053,1,5,2,,,,1,24,,,,,,,1,4,0,1,8,0,1,12,0,,,,,,,,,,533.08154035
66056,1,4,1,2,2,,1,24,,,,,,,1,4,0,1,3,0,1,10,0,,,,1,1,0,,,,1295.9235647
66056,1,5,1,2,2,,1,24,,,,,,,1,5,0,1,4,0,1,9,0,,,,,,,,,,1295.9235647
66057,1,4,1,1,2,,1,24,,,,,,,1,2,0,1,3,0,1,2,0,,,,,,,,,,266.98972749
66062,1,3,2,,,,1,24,,,,,,,1,0,40,1,6,0,1,7,0,1,2,30,,,,,,,389.95668989
66067,1,4,2,,,,1,24,,,,,,,,,,,,,1,12,0,,,,,,,,,,413.31529319
66068,1,4,2,,,,1,24,,,,,,,1,1,0,1,10,0,1,11,0,1,2,0,,,,,,,784.08174845
66070,1,4,1,1,2,,1,24,,,,,,,1,7,0,1,7,0,1,10,0,,,,,,,,,,489.84100872
66070,1,5,1,1,2,,1,24,,,,,,,,,,1,10,0,1,14,0,,,,,,,,,,489.84100872
66077,1,3,2,,,,1,24,,,,,,,1,1,0,1,4,0,1,9,0,1,2,0,1,3,0,,,,288.90057031
66080,1,5,1,5,1,4,1,20,,,,,1,4,1,3,0,1,4,0,1,10,0,,,,,,,,,,381.29592714
66092,1,3,2,,,,1,24,,,,,,,1,0,30,1,0,30,1,10,0,,,,,,,,,,110.86680052
66095,1,4,2,,,,1,24,,,,,,,1,1,0,1,3,0,1,11,0,,,,,,,,,,687.23013655
66095,1,5,2,,,,1,24,,,,,,,1,1,0,1,3,0,1,10,0,,,,,,,,,,687.23013655
66100,1,3,2,,,,1,24,,,,,,,1,3,0,1,5,0,1,10,0,,,,,,,,,,405.30896058
66103,1,4,2,,,,1,24,,,,,,,1,2,0,1,2,30,1,10,0,,,,,,,,,,358.55758462
66104,1,4,2,,,,1,24,,,,,,,,,,1,5,0,1,14,0,,,,,,,,,,341.65393722
66107,1,3,1,2,2,,1,24,,,,,,,1,4,0,1,7,0,1,11,0,,,,1,1,0,1,1,30,490.27978442
66113,1,5,1,1,2,,1,24,,,,,,,,,,1,8,0,1,12,0,1,4,0,,,,,,,326.10367111
66113,1,6,1,1,2,,1,24,,,,,,,,,,1,8,0,1,12,0,,,,,,,1,4,0,326.10367111
66132,1,5,2,,,,1,23,,,,,1,1,,,,1,12,0,1,12,0,,,,,,,,,,956.96193645
66134,1,2,2,,,,1,24,,,,,,,1,2,0,1,4,0,1,12,0,,,,,,,,,,610.35108432
66146,1,3,2,,,,1,24,,,,,,,,,,1,12,0,1,12,0,,,,,,,,,,171.91705126
66148,1,3,1,1,2,,1,24,,,,,,,1,6,0,1,4,0,1,12,0,1,2,0,,,,,,,636.25313429
66155,1,3,2,,,,1,24,,,,,,,,,,1,4,0,1,10,0,,,,,,,,,,478.47901235
66159,1,4,1,2,2,,1,24,,,,,,,1,1,0,1,0,45,1,14,0,,,,,,,,,,141.78355395
66159,1,5,1,2,2,,1,24,,,,,,,,,,1,2,0,1,10,0,,,,,,,,,,141.78355395
